experiment_id,scenario,sequence,model_time,output_channel,prediction,target,largest_term_name,largest_term_value,second_largest_term_name,second_largest_term_value,sum_linear,sum_quadratic,sum_cubic,sum_interactions,bias,perturbation_state,observation_half_life,forward_half_life
D_n3,price_volume_divergence,251,1.002,magnitude_state,-2.957605744006434e+48,0.09164113975453934,price_velocity_x_acceleration^3,-2.957605744006525e+48,volume_density^3,9.489228929750847e+34,875490231958.2959,-2.3219494372424178e+32,-2.957605744006434e+48,-2.957605744006525e+48,5.0,1.478802872003217e+48,1.478802872003217e+48,1.478802872003217e+48
D_n3,price_volume_divergence,251,1.002,strength,2.957605744006434e+48,0.7349055148943014,price_velocity_x_acceleration^3,2.957605744006525e+48,volume_density^3,-9.489228929750847e+34,-875490231958.2959,2.3219494372428357e+32,2.957605744006434e+48,2.957605744006525e+48,-5.0,1.478802872003217e+48,1.478802872003217e+48,1.478802872003217e+48
D_n3,price_volume_divergence,251,1.002,persistence,2.957605744006434e+48,1.0,price_velocity_x_acceleration^3,2.957605744006525e+48,volume_density^3,-9.489228929750847e+34,-875490231958.2959,2.321949437243321e+32,2.957605744006434e+48,2.957605744006525e+48,-5.0,1.478802872003217e+48,1.478802872003217e+48,1.478802872003217e+48
D_n3,price_volume_divergence,251,1.002,observation_half_life,2.957605744006434e+48,300.0,price_velocity_x_acceleration^3,2.957605744006525e+48,volume_density^3,-9.489228929750847e+34,-875490231958.2959,2.3219494375126273e+32,2.957605744006434e+48,2.957605744006525e+48,-5.0,1.478802872003217e+48,1.478802872003217e+48,1.478802872003217e+48
D_n3,price_volume_divergence,251,1.002,forward_half_life,2.957605744006434e+48,300.0,price_velocity_x_acceleration^3,2.957605744006525e+48,volume_density^3,-9.489228929750847e+34,-875490231958.2959,2.3219494375126273e+32,2.957605744006434e+48,2.957605744006525e+48,-5.0,1.478802872003217e+48,1.478802872003217e+48,1.478802872003217e+48
D_n3,price_volume_divergence,251,1.002,reinforcement,-2.957605744006434e+48,0.31000000000000005,price_velocity_x_acceleration^3,-2.957605744006525e+48,volume_density^3,9.489228929750847e+34,875490231958.2959,-2.3219494372423234e+32,-2.957605744006434e+48,-2.957605744006525e+48,5.0,1.478802872003217e+48,1.478802872003217e+48,1.478802872003217e+48
D_n3,price_volume_divergence,251,1.002,uncertainty,2.957605744006434e+48,0.46509448510569856,price_velocity_x_acceleration^3,2.957605744006525e+48,volume_density^3,-9.489228929750847e+34,-875490231958.2959,2.3219494372430033e+32,2.957605744006434e+48,2.957605744006525e+48,-5.0,1.478802872003217e+48,1.478802872003217e+48,1.478802872003217e+48
D_n3,price_volume_divergence,251,1.002,reversal_tendency,2.957605744006434e+48,0.4,price_velocity_x_acceleration^3,2.957605744006525e+48,volume_density^3,-9.489228929750847e+34,-875490231958.2959,2.3219494372426534e+32,2.957605744006434e+48,2.957605744006525e+48,-5.0,1.478802872003217e+48,1.478802872003217e+48,1.478802872003217e+48
D_n3,price_volume_divergence,251,1.002,perturbation_state,2.957605744006434e+48,0.8,price_velocity_x_acceleration^3,2.957605744006525e+48,volume_density^3,-9.489228929750847e+34,-875490231958.2959,2.321949437242822e+32,2.957605744006434e+48,2.957605744006525e+48,-5.0,1.478802872003217e+48,1.478802872003217e+48,1.478802872003217e+48
E_n3,price_volume_divergence,251,1.002,direction_state,-2.957605744006434e+48,-1.0,price_velocity_x_acceleration^3,-2.957605744006525e+48,volume_density^3,9.489228929750847e+34,875490231958.2959,-2.3219494372421555e+32,-2.957605744006434e+48,-2.957605744006525e+48,5.0,1.478802872003217e+48,1.478802872003217e+48,1.478802872003217e+48
E_n3,price_volume_divergence,251,1.002,magnitude_state,-2.957605744006434e+48,0.09164113975453934,price_velocity_x_acceleration^3,-2.957605744006525e+48,volume_density^3,9.489228929750847e+34,875490231958.2959,-2.3219494372424178e+32,-2.957605744006434e+48,-2.957605744006525e+48,5.0,1.478802872003217e+48,1.478802872003217e+48,1.478802872003217e+48
E_n3,price_volume_divergence,251,1.002,strength,2.957605744006434e+48,0.7349055148943014,price_velocity_x_acceleration^3,2.957605744006525e+48,volume_density^3,-9.489228929750847e+34,-875490231958.2959,2.3219494372428357e+32,2.957605744006434e+48,2.957605744006525e+48,-5.0,1.478802872003217e+48,1.478802872003217e+48,1.478802872003217e+48
E_n3,price_volume_divergence,251,1.002,persistence,2.957605744006434e+48,0.016666666666666666,price_velocity_x_acceleration^3,2.957605744006525e+48,volume_density^3,-9.489228929750847e+34,-875490231958.2959,2.3219494372424337e+32,2.957605744006434e+48,2.957605744006525e+48,-5.0,1.478802872003217e+48,1.478802872003217e+48,1.478802872003217e+48
E_n3,price_volume_divergence,251,1.002,observation_half_life,2.957605744006434e+48,5.0,price_velocity_x_acceleration^3,2.957605744006525e+48,volume_density^3,-9.489228929750847e+34,-875490231958.2959,2.321949437246922e+32,2.957605744006434e+48,2.957605744006525e+48,-5.0,1.478802872003217e+48,1.478802872003217e+48,1.478802872003217e+48
E_n3,price_volume_divergence,251,1.002,forward_half_life,2.957605744006434e+48,5.0,price_velocity_x_acceleration^3,2.957605744006525e+48,volume_density^3,-9.489228929750847e+34,-875490231958.2959,2.3219494372480614e+32,2.957605744006434e+48,2.957605744006525e+48,-5.0,1.478802872003217e+48,1.478802872003217e+48,1.478802872003217e+48
E_n3,price_volume_divergence,251,1.002,reinforcement,-2.957605744006434e+48,0.31000000000000005,price_velocity_x_acceleration^3,-2.957605744006525e+48,volume_density^3,9.489228929750847e+34,875490231958.2959,-2.3219494372423234e+32,-2.957605744006434e+48,-2.957605744006525e+48,5.0,1.478802872003217e+48,1.478802872003217e+48,1.478802872003217e+48
